roaster,name,link,price,altitude,varietal,processing,estate,roast_level,tasting_notes,description,country,scraped_at,transformed_at,location,producers,aroma,acidity,body,other_properties
fraction9,Sampler Box (75gm * 6 variants),https://www.fraction9coffee.com/collections/coffee/products/sample-coffee-box,795,,,,,,,sampler box ( 75gm * 6 variants ) confused choosing right variant of coffee ? sampler box is designed for you . our sampler box contains 6 unique variants . sampler box is right option to start with if you are making your first purchase with us . grind size of coffee can also be chosen to meet requirement of your brewing equipment/filter . sampler box ( 75gm * 6 variants ),india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,,,,,,""
fraction9,Ratnagiri Estate - RM3 lot - Naturals - Anaerobic Fermentation,https://www.fraction9coffee.com/collections/coffee/products/ratnagiri-estate-rm3-lot-naturals-anaerobic-fermentation,499,1350,"sln-3, chandragiri",lactic fermented natural,ratnagiri,,"strawberry , cherry , candy , jam , raspberry , bubble gum","ratnagiri estate - rm3 lot - naturals - anaerobic fermentation ratnagiri estate - rm3 lot estate name = ratnagiri estate . location : chikmagalur , karnataka brix : 24 . 8 block : nadathundu patte . varietal : chandragiri processing : lactic fermented naturals ( anaerobic fermentation lbc bacteria for 60 hours ) product pic credit : mr ram . id : koffee_n_klicks recommended for black coffee . best enjoyed black . 15 grams for 250 ml hot water . roasted for subtle tasting notes . one of the top quality nanolot produced by the estate . tasting notes : raspberry , strawberry , bubble gum , cherry , candy , jam ratnagiri estate - rm3 lot - naturals - anaerobic fermentation",india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,"chickmagaluru, karnataka",ashok patre,,,,""
fraction9,Peach Bomb Coffee - Naturals,https://www.fraction9coffee.com/collections/coffee/products/peach-bomb-naturals,549,,sln-795,natural,kalyancool,MEDIUM_LIGHT,"bergamot , peach , floral , keylime","peach bomb coffee - naturals peach bomb - naturals estate name = estate : kalyancool estate . location : chikmagalur , karnataka block : kallina patte . varietal : s795 processing : naturals . hand sorted ripened coffee fruits dried on raised beds in shade . available in 2 roast profiles . light plus ( for black ) , medium plus ( for black or with dash of milk ) tasting notes : floral , peach , keylime , bergamot , product pic credit : mr ram . id : koffee_n_klicks peach bomb coffee - naturals",india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,"kallina patte , chikmagalur , karnataka",mr ram . id,,,,""
fraction9,PRABAL,https://www.fraction9coffee.com/collections/coffee/products/prabal,499,,"",wash,,DARK,,"prabal prabal : pure coffee dark roasted to be naturally strong , bold with intense aroma . rich crema ! notes : strong , bitter , intense , heavy body . no chicory . processing : wash processed varietal : 100% robusta . grade a . congensis x robusta c x r location : chikmagalur elevation : 1 , 100 m roast level : dark . prabal",india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,chikmagalur,,,,heavy,""
fraction9,Microlot KALYANCOOL NATURALS,https://www.fraction9coffee.com/collections/coffee/products/microlot-kalyancool-naturals,599,,,,kalyancool,,,microlot estate : kalyancool estate naturals microlot kalyancool naturals,india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,,,,,,""
fraction9,Microlot Coffee trio - 15% OFF,https://www.fraction9coffee.com/collections/coffee/products/microlot-coffee-trio-20-off,1149,,,,,,,microlot coffee trio - 15% off enjoy 3 processing ' s and their respective exotic tasting notes in one combo at 20% off . top selling microlots of last 365 days . total = 750 grams microlot coffee trio - 15% off,india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,,,,,,""
fraction9,MADHURA,https://www.fraction9coffee.com/collections/coffee/products/madhura,499,,"",wash,,MEDIUM,chocolaty,"madhura madhura : pure robusta coffee slow roasted to attain balanced smooth taste with reduced bitter notes . notes : chocolaty , heavy body no chicory . processing : wash processed varietal : 100% robusta . grade a . congensis x robusta c x r location : chikmagalur elevation : 1 , 100 m roast level : medium plus madhura",india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,chikmagalur,,,,heavy,""
fraction9,Kaapi,https://www.fraction9coffee.com/collections/coffee/products/kaapi,399,,"",washed,,DARK,chicory,"kaapi an authentic blend of robusta coffee 70% and chicory 30% makes a strong coffee . freshly roasted and dispatched . recommended for ' coffee with milk ' . usp : freshly roasted , grade a wash processed single estate robusta blended with chicory . variant of coffee designed to have same cost as regular coffee available in next door grocery store but twice the amount of aroma , flavour and strength . 1 . freshly roasted upon order : most compounds in coffee responsible for flavour and aroma are susceptible to oxidation . ideally coffee has to used within 30 days from roast date . 2 . single estate wash processed robusta beans of uniform size : consistent and uniform roast can be achieved only if beans are graded to similar size , have same moisture content . factors like ripeness of coffee , time gap between pulping and harvest , size of beans also play vital role . simple process like segregating ripened cherries during harvest adds value . in summary we wanted to take farm to cup approach and take complete control on quality of coffee to provide better experience at same cost . we could take this approach as we grow coffee that we sell . ( no middleman involved ) . process : washed roast level : dark note : this coffee is not recommended for black coffee . its designed for ' coffee with milk ' . kaapi",india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,,,,,,""
fraction9,INTENSO YEAST FERMENTED COFFEE,https://www.fraction9coffee.com/collections/coffee/products/intenso-yeast-fermented-coffee,549,,,,,,"plum , pineapple , pomegranate , honey , candied fruit","intenso yeast fermented coffee the intenso ! priced 25% lower than other roasters who launched the intenso this year . recommended for black coffee . best enjoyed black . 15 grams for 250 ml hot water . roasted for subtle tasting notes . not too dominant/distracting tasting notes , like you observed in other roasters for this nanolot 😜 produced in - house . one of the top quality nanolot produced by us this year . direct from farm . tasting notes : plum , pineapple , honey , pomegranate , candied fruit intenso yeast fermented coffee",india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,,,,,,""
curious_life,"BISON, House Blend Espresso",https://curiouslifecoffee.com/product/bison-house-blend-2/,570,,,,,,,"in the cup bison is our signature espresso blend , made with three to four arabica coffees , amazing on straight espressos as well as milk beverages . we serve it on espresso drinks at our café , loved by one and all for its complexity of flavours , full body and long lasting clean finish . recommended recipe for espresso : dose : 18 - 20 grams yield : 38 - 45 grams time : 27 - 30 seconds bison , house blend espresso",india,2024-10-03 19:32:42.685321,2024-10-10 04:25:32.062341,,,,,full,long aftertaste
curious_life,Honnametti Estate – Washed Espresso,https://curiouslifecoffee.com/product/honnamatti-estate-washed-espresso/,650,1524,"hemavathy, s7, san ramon",washed,honnametti,MEDIUM_DARK,,"about the origin estate is located in biligiri rangana hills ( white cliff of lord ranganatha ) , popularly known as br hills . it is one of the highest mountains in south india . it is known for the temple of lord ranganatha located on top of a sheer white cliff on the north western edge of biligiri rangana range . it is also known for the semi nomadic aboriginal tribal community known as sholigas who inhabit the vast stretches of the forest spread over an area of 540 square kilometres . coffee was first planted in b . r . hills in 1880s when a british adventure seeker and coffee planter , randolph morris acquired a large chunk of forest in 1887 . honnametti ( golden footprint ) estate was established by randolph’s son ralph morris and his wife heather kinolch in 1923 . ralph was an environmentalist and expert on south indian wildlife and he continued to live in honnametti till 1950’s and later moved back to england . now this estate is with aditya birla group and is managed by nilgiri plantations ltd . located next to a tiger reserve forest and in an area of ecological significance , the estate places a lot of importance on protecting the local biodiversity and environment . the utmost care is taken to maintain both the flora and fauna of the region , with coffee grown under the shade of numerous varieties of trees like ficus , albizzia , jackfruit making it a haven for a variety of birds , insects and animals . the wild animals which are frequent to the estate are leopards , sloth bears , elephants , sambar deers , bisons , barking deers and wild boar to name a few . honnametti estate – washed espresso",india,2024-10-03 19:32:42.685321,2024-10-10 04:25:32.062341,"chamarajanagar, karnataka","heather kinolch , ralph , ralph morris",,,,""
